Manufacturer,Lens Family,Focal Length,Speed,Close Focus,Mount,Coverage,Image Circle,Anamorphic Squeeze,Outer Diameter,Filter Thread,Weight,Lens Type,Notes,Lens Specialty,photo,description,Hybrid
Kowa,Prominar Anamorphic,50mm,T2.5,3',PL,Super 35,,2x,80mm,N/A,2.1lbs,Prime,"Super 35 Anamorphic<p><a href=""/lens?family=Prominar%20Anamorphic"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35ce1cb0-6d85-462e-a0e1-aefbe005e72d/5S5A3203+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/9f37e2bf-10a6-4973-88e8-e9c62382634f/5S5A3093+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/60cc82c2-129c-4450-be23-8a8b85afdcfb/5S5A3122+copy.jpg?content-type=image%2Fjpeg","Originally produced in Japan during the 1970s, Kowa Anamorphic lenses are prized for their lightweight construction, 2x squeeze ratio, and distinctive optical signature.",
Kowa,Prominar Anamorphic,75mm,T2.8,3',PL,Super 35,,2x,80mm,N/A,2.64lbs,Prime,"Super 35 Anamorphic<p><a href=""/lens?family=Prominar%20Anamorphic"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35ce1cb0-6d85-462e-a0e1-aefbe005e72d/5S5A3203+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/9f37e2bf-10a6-4973-88e8-e9c62382634f/5S5A3093+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/60cc82c2-129c-4450-be23-8a8b85afdcfb/5S5A3122+copy.jpg?content-type=image%2Fjpeg","Originally produced in Japan during the 1970s, Kowa Anamorphic lenses are prized for their lightweight construction, 2x squeeze ratio, and distinctive optical signature.",
Kowa,Prominar Anamorphic,100mm,T3.4,5',PL,Super 35,,2x,80mm,N/A,3.08lbs,Prime,"Super 35 Anamorphic<p><a href=""/lens?family=Prominar%20Anamorphic"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/35ce1cb0-6d85-462e-a0e1-aefbe005e72d/5S5A3203+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/9f37e2bf-10a6-4973-88e8-e9c62382634f/5S5A3093+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/60cc82c2-129c-4450-be23-8a8b85afdcfb/5S5A3122+copy.jpg?content-type=image%2Fjpeg","Originally produced in Japan during the 1970s, Kowa Anamorphic lenses are prized for their lightweight construction, 2x squeeze ratio, and distinctive optical signature.",
Kowa,R - FF,19mm,T4.1,"8""",PL,Full Frame,,1x,110mm,N/A,2.25lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Kowa,R - FF,28mm,T3.6,"9""",PL,Full Frame,,1x,110mm,N/A,2.06lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Kowa,R - FF,35mm,T2.9,"12""",PL,Full Frame,,1x,110mm,N/A,2.02lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Kowa,R - FF,50mm,T1.9,"16""",PL,Full Frame,,1x,110mm,N/A,2lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Kowa,R - FF,85mm,T2.9,"2'3""",PL,Full Frame,,1x,110mm,N/A,2.68lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Kowa,R - FF,100mm,T3.6,3',PL,Full Frame,,1x,110mm,N/A,2.78lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Kowa,R - FF,135mm,T3.9,"3'9""",PL,Full Frame,,1x,110mm,N/A,3.12lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Kowa,R - FF,200mm,T4.1,6',PL,Full Frame,,1x,110mm,N/A,4.69lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R%20-%20FF"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/5ba44ba5-f600-4886-804a-d1b1c4035cfe/122A7961Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/70e6593b-1573-4130-93a1-0df7dae6c00a/122A7845Edit+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c46343f1-f783-4448-b96e-50dc3b6baaec/122A7886Edit+copy+2.jpg?content-type=image%2Fjpeg","Though they carry the well-known Kowa name, these lenses are a rare set originally designed for SET-R cameras from 1968–1974. With sharp centers, gentle falloff, bold purple and gold flares, and warm skin tones, they’re especially well-suited for portrait work.",
Laowa,Zero-D Cine,12mm,T2.9,"7""",PL,Full Frame,,1x,114mm,N/A,1.5lbs,Prime,"Rectilinear Wide Angle - 114mm outer diameter requires included adapter ring. <p><a href=""/lens?family=Zero-D%20Cine"">More Info</a></p>",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/e106cb52-a8ab-4e62-8ba9-805296be129e/5S5A3323+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/d37af8c4-3381-4e1a-8095-8436da8fbedd/5S5A3314+copy.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/78b657fe-a90b-4bcc-bba6-3a9a200ac69f/5S5A3336+copy.jpg?content-type=image%2Fjpeg","The Laowa 12mm T2.9 Zero-D is an ultra-wide, full-frame cine lens known for its near-zero distortion and crisp edge-to-edge sharpness. With a fast T2.9 aperture and compact, lightweight design, it’s ideal for gimbal work, architecture, and dynamic wide-angle shots. Its rectilinear rendering and minimal breathing make it a powerful tool for capturing expansive scenes with precision and clarity.",
Laowa,Probe,24mm,f/14,"18""",PL,Full Frame,,1x,N/A,N/A,1lb,Prime,"Macro <p><a href=""/lens?family=Probe"">More Info</a></p>
",Yes,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c0ece459-b1cc-468e-9762-6cc2bd7608f7/5S5A7583+copy+2.jpg?content-type=image%2Fjpeg,"The Laowa 24mm T14 Probe is a specialized macro cine lens designed for capturing detailed close-ups in tight, challenging environments. With 2:1 macro capability, a waterproof front element, built-in LED ring light, and an 85° wide-angle field of view, it offers unique visual perspectives with minimal distortion. Its long, narrow barrel makes it ideal for tabletop, product, and nature cinematography where conventional lenses can’t reach.",
Laowa,PeriProbe,24mm,f/14,"16.9""",PL,Full Frame,,1x,N/A,N/A,1.69lbs,Prime,"Macro with interchangeable 90 and 0° lens tubes <p><a href=""/lens?family=PeriProbe"">More Info</a></p>",Yes,https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/9de9844b-a93b-4418-a3dc-12dcfb7510fc/5S5A7514+copy+3.jpg?content-type=image%2Fjpeg,"The Laowa 24mm T14 Periprobe builds on the original Probe lens with a rotating periscope-style front that enables angled shots in hard-to-reach places. It offers 2:1 macro capability, a wide 85° field of view, waterproof front, and integrated LED ring light, all in a durable, cinema-ready housing. Ideal for product, food, and nature cinematography, the Periprobe allows for creative camera movement and perspectives not possible with traditional lenses.",
Laowa,Pro2be,24mm Direct View,T8,"19.8""",PL or E Mount,Full Frame,,1x,N/A,N/A,2.28lbs,Prime,"Waterproof, 2x Macro Magnification <p><a href=""/lens?family=Pro2be"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/11cb9977-19c2-4071-b387-717c9b5b6e12/pro2be+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/15cabfd5-4061-4bea-b6a0-4e6ad2dca1ac/5S5A9570+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/a2d2fbe5-9b24-4598-9570-3820fac82084/5S5A9599+copy+2.jpg?content-type=image%2Fjpeg","The Laowa Pro2be Set includes three individual full-frame 2:1 macro lenses—0°, 35°, and 90° view angles—each designed to capture detailed close-ups from distinct perspectives. With a faster T8 aperture, waterproof barrel tips, and robust cine housings, these lenses provide creative flexibility. The Pro2be set is ideal for tabletop, product, and wildlife cinematography where precision and unique angles are essential.",
Laowa,Pro2be,24mm 35 Degree View,T8,"19.8""",PL or E Mount,Full Frame,,1x,N/A,N/A,2.25lbs,Prime,"Waterproof, 2x Macro Magnification, 360 degree rotatable <p><a href=""/lens?family=Pro2be"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/11cb9977-19c2-4071-b387-717c9b5b6e12/pro2be+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/15cabfd5-4061-4bea-b6a0-4e6ad2dca1ac/5S5A9570+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/a2d2fbe5-9b24-4598-9570-3820fac82084/5S5A9599+copy+2.jpg?content-type=image%2Fjpeg","The Laowa Pro2be Set includes three individual full-frame 2:1 macro lenses—0°, 35°, and 90° view angles—each designed to capture detailed close-ups from distinct perspectives. With a faster T8 aperture, waterproof barrel tips, and robust cine housings, these lenses provide creative flexibility. The Pro2be set is ideal for tabletop, product, and wildlife cinematography where precision and unique angles are essential.",
Laowa,Pro2be,24mm Periscope View,T8,"19.8""",PL or E Mount,Full Frame,,1x,N/A,N/A,2.35lbs,Prime,"Waterproof, 2x Macro Magnification, 360 degree rotatable <p><a href=""/lens?family=Pro2be"">More Info</a></p>",Yes,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/11cb9977-19c2-4071-b387-717c9b5b6e12/pro2be+2-1.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/15cabfd5-4061-4bea-b6a0-4e6ad2dca1ac/5S5A9570+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/a2d2fbe5-9b24-4598-9570-3820fac82084/5S5A9599+copy+2.jpg?content-type=image%2Fjpeg","The Laowa Pro2be Set includes three individual full-frame 2:1 macro lenses—0°, 35°, and 90° view angles—each designed to capture detailed close-ups from distinct perspectives. With a faster T8 aperture, waterproof barrel tips, and robust cine housings, these lenses provide creative flexibility. The Pro2be set is ideal for tabletop, product, and wildlife cinematography where precision and unique angles are essential.",
Leica,R,19mm,T2.9,"12""",PL,Full Frame,,1x,110mm,N/A,2.8lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/9af8dc89-a725-4220-b4dc-d270d3147de9/5S5A2613+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c413a8d4-d6bf-42dc-9625-44071861443b/5S5A2547+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/73d061bb-cb7b-4845-85fc-aba58a0a78d5/5S5A2565+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/74b4122c-e47b-4273-8b9b-ea796e42366d/5S5A2551+copy+2.jpg?content-type=image%2Fjpeg","Originally made for the Leicaflex SLRs, these still lenses were long overshadowed by their M-mount siblings. Today, they're gaining recognition for their warm tones, smooth focus roll-off, and elegant vintage character—perfect for digital cinematography.",
Leica,R,24mm,T2.9,"12""",PL,Full Frame,,1x,110mm,N/A,2.2lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/9af8dc89-a725-4220-b4dc-d270d3147de9/5S5A2613+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c413a8d4-d6bf-42dc-9625-44071861443b/5S5A2547+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/73d061bb-cb7b-4845-85fc-aba58a0a78d5/5S5A2565+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/74b4122c-e47b-4273-8b9b-ea796e42366d/5S5A2551+copy+2.jpg?content-type=image%2Fjpeg","Originally made for the Leicaflex SLRs, these still lenses were long overshadowed by their M-mount siblings. Today, they're gaining recognition for their warm tones, smooth focus roll-off, and elegant vintage character—perfect for digital cinematography.",
Leica,R,35mm,T1.5,"20""",PL,Full Frame,,1x,110mm,N/A,3.2lbs,Prime,"TLS Rehoused <p><a href=""/lens?family=R"">More Info</a></p>
",,"https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/9af8dc89-a725-4220-b4dc-d270d3147de9/5S5A2613+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/c413a8d4-d6bf-42dc-9625-44071861443b/5S5A2547+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/73d061bb-cb7b-4845-85fc-aba58a0a78d5/5S5A2565+copy+2.jpg?content-type=image%2Fjpeg, https://images.squarespace-cdn.com/content/573e04d08259b5f6adcea66e/74b4122c-e47b-4273-8b9b-ea796e42366d/5S5A2551+copy+2.jpg?content-type=image%2Fjpeg","Originally made for the Leicaflex SLRs, these still lenses were long overshadowed by their M-mount siblings. Today, they're gaining recognition for their warm tones, smooth focus roll-off, and elegant vintage character—perfect for digital cinematography.",
